rowid,pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbsmax,pl_insol
1308,HD 95089 b,13.7,400.4658,,464.4,1.36,
1309,HD 95089 c,13.1,1096.5135,,1785.0,3.33,
1310,HD 95127 b,12.4,3378.5329,,482.0,1.28,
1311,HD 95338 b,4.27174254,42.9,443.0,55.082694,0.262,7.42
1312,HD 95544 b,12.8,1913.64483855,156.5,2041.54152,3.166,0.1
1313,HD 95735 c,3.76,13.6,,2946.0,2.94,
1314,HD 95872 b,13.0,1188.6842,,4375.0,5.15,
1315,HD 96063 b,13.7,403.6441,,362.5,1.11,
1316,HD 96127 b,12.1,6661.7168,,647.29999,1.42,
1317,HD 96167 b,14.0,227.88411,,498.04,1.332,
1318,HD 96700 b,2.93,8.9,,8.1245,0.0777,
1319,HD 96700 c,1.69,3.5,,19.88,0.141,
1320,HD 96700 d,3.61,12.7,,103.5,0.424,
1321,HD 96992 b,13.7,362.3262,,514.0,1.24,
1322,HD 97037 b,12.1,6707.76852973,,6449.08337,6.925,
1323,HD 97048 b,13.3,794.575,,,130.0,
1324,HD 97658 b,2.12,8.3,751.0,9.4897116,0.0805,41.924
1325,HD 98219 b,13.4,624.21812,,433.8,1.26,
1326,HD 98649 b,12.5,3082.9355479,,5384.0,5.97,
1327,HD 98736 b,13.3,740.5439,,968.8,1.864,
1328,HD 99109 b,14.3,139.8452,,439.29999,1.11,
1329,HD 99283 b,13.8,308.29355479,,310.4,1.08,
1330,HD 99492 b,5.44,25.5,,17.0503,0.12,
1331,HD 99492 c,4.42,17.9,,95.233,0.38660826645196084,
1332,HD 99706 b,13.7,390.9309,,841.0,1.98,
1333,HD 99706 c,12.8,1808.4527,,1278.0,2.7614460853329716,
1334,HIP 105854 b,12.6,2606.1,,184.2,0.81,
1335,HIP 107772 b,3.64,12.9,,55.199,0.243,
1336,HIP 107773 b,13.4,629.3034,,144.3,0.72,
1337,HIP 109384 b,13.5,495.8148,,499.48,1.134,
1338,HIP 109600 b,13.2,851.7844,,232.08,0.706,
1339,HIP 111909 b,13.7,384.57237247,,487.08,1.32,
1340,HIP 111909 c,13.9,257.44100967,,893.63,1.97,
1341,HIP 113103 b,1.829,4.0,721.0,7.610303,0.06899,
1342,HIP 113103 c,2.4,6.35,585.0,14.245648,0.10479,180.487
1343,HIP 114933 b,13.4,616.58710958,,1481.6,2.84,
1344,HIP 116454 b,2.469,9.7,753.2,9.1004157,0.0792,51.2858
1345,HIP 12961 b,13.2,114.4188,,57.435,0.25,
1346,HIP 14810 b,13.0,1239.537,,6.673892,0.0696,
1347,HIP 14810 c,13.6,416.3573,,147.747,0.549,
1348,HIP 14810 d,14.1,187.5197,,981.8,1.94,
1349,HIP 18606 b,14.0,244.72787339,,674.94,1.61,
1350,HIP 19976 b,4.94,21.61233168,,50.65905,0.234,
1351,HIP 21152 b,12.0,7627.881768,1300.0,22000.0,17.0,
1352,HIP 29442 c,1.551,4.5,1123.0,3.5379559,0.04518,451.0
1353,HIP 29442 d,1.538,5.14,920.0,6.429575,0.0673,203.0
1354,HIP 34222 b,13.9,263.79757781,,159.986,0.492,
1355,HIP 35173 b,3.61,12.7,,41.516,0.217,
1356,HIP 35965 b,12.6,2589.98368864,,26125.56497,15.898,
1357,HIP 38594 b,2.77,8.1,,60.722,0.256,
1358,HIP 38594 c,7.94,48.4,,3477.768,3.805,
1359,HIP 39017 b,12.0,7500.7504052,,31000.0,22.1,
1360,HIP 41378 b,2.595,6.89,959.0,15.57208,0.12823018361319496,140.0
1361,HIP 41378 c,2.727,4.4,757.0,31.70603,0.20599361421308868,54.0
1362,HIP 41378 d,3.54,4.6,367.0,278.3618,0.876662179341791,3.01
1363,HIP 41378 e,4.92,12.0,335.0,369.0,1.057897093919521,2.1
1364,HIP 41378 f,9.2,12.0,294.0,542.07975,1.3671032088896873,1.24
1365,HIP 41378 g,2.54,7.0,605.0,62.06,0.32232972735549015,22.3
1366,HIP 4845 b,3.89,14.4,,34.15,0.176,
1367,HIP 48714 b,5.11,22.9,,17.818,0.112,
1368,HIP 5158 b,13.6,451.0,,345.72,0.89,
1369,HIP 5158 c,12.2,4780.1632,,9017.76,7.7,
1370,HIP 54373 b,2.87,8.62,,7.76,0.063,
1371,HIP 54373 c,3.57,12.44,,15.144,0.099,
1372,HIP 54515 b,12.2,5625.5628039,,33000.0,24.8,
1373,HIP 54597 b,13.3,762.7881768,,3274.0,4.0,0.0143
1374,HIP 55507 b,12.6,2585.53409095,,5138.43727,5.062,
1375,HIP 56640 b,12.7,2151.69831539,,2675.57603,4.55,
1377,HIP 57274 c,14.2,130.0,,32.03,0.178,
1378,HIP 57274 d,14.2,167.4,,431.7,1.01,
1379,HIP 5763 b,14.2,162.09248757,,30.014,0.17,
1380,HIP 63242 b,12.5,2917.56,,124.6,0.565,
1381,HIP 65 A b,22.75427,1021.18779,1411.0,0.9809734,0.01782,661.0
1382,HIP 65407 b,14.3,136.03124,,28.125,0.177,
1383,HIP 65407 c,13.9,249.17872,,67.3,0.316,
1384,HIP 65426 b,16.8135,2860.47,1500.0,,92.0,
1385,HIP 65891 b,12.8,1871.37366042,,1079.55726,2.794,
1386,HIP 66074 b,12.9,1589.142035,,310.9,0.799,
1387,HIP 67522 b,9.9872018,71.4,1175.0,6.9594731,0.0748,341.0878
1388,HIP 67522 c,7.93595834,48.3,917.0,14.334892,0.1228,
1389,HIP 67537 b,12.3,4309.11754211,,2523.64713,4.807,
1390,HIP 67851 b,13.7,365.50266805,,89.23,0.42,
1391,HIP 67851 c,12.7,2204.77565936,,3128.41,4.55,
1392,HIP 70849 b,12.9,1430.2278315,,3649.0,3.99,
1393,HIP 71135 b,4.55,18.8,,87.19,0.335,
1394,HIP 74890 b,13.3,762.792,,822.3,2.1,
1395,HIP 75092 b,13.5,568.91284853,,926.4,2.02,
1396,HIP 77900 b,12.1,6674.396547,2507.0,,3319.0,
1397,HIP 78530 b,12.0,7300.0,2700.0,,740.0,
1398,HIP 79098 AB b,12.1,6515.515,2450.0,,345.0,
1399,HIP 79431 b,13.4,667.415,,111.7,0.36,
1400,HIP 81208 C b,12.3,4703.8604236,2050.0,104100.0,23.04,
1401,HIP 8152 b,2.53625843,8.9,794.96,10.751014,0.093,88.9
1402,HIP 8152 c,2.52442508,10.7,650.68,19.60562,0.139,39.9
1403,HIP 8541 b,12.6,2451.7283316,,1852.14387,3.729,
1404,HIP 86221 b,14.0,225.65816897,,2.224,0.031,
1405,HIP 90988 b,13.4,668.07531151,,455.73816,1.36,
1406,HIP 91258 b,13.7,346.4347,,5.0505,0.06,
1407,HIP 94235 b,3.0,379.0,1060.0,7.713057,0.0787,219.2841
1408,HIP 948 b,12.1,6547.2651842,,24955.45756,15.037,
1409,HIP 9618 b,3.82838127,8.3,640.88,20.772858,0.145,40.3
1410,HIP 9618 c,3.42855926,7.0,470.31,52.56363,0.269,11.7
1411,HIP 97166 b,2.4801338,19.1,701.66,10.288914,0.091,9.0686
1412,HIP 97166 c,2.75,8.0,642.0,16.432,0.124,
1413,HIP 97233 b,12.1,6098.17364511,,1062.26506,2.491,
1414,HIP 99770 b,12.2,5117.0373527,,18600.0,16.9,
1415,HN Lib b,2.2,5.46,234.4,36.116,0.1417,0.503
1416,HN Peg b,11.7768,6991.57,,,773.0,
1417,HR 2562 b,12.44199,4195.3349724,1255.0,,27.0,
1418,HR 5183 b,13.1,1052.01202717,171.0,27000.0,18.0,
1419,HR 810 b,12.7,1970.5361234,,302.79999,0.92,
1420,HR 858 b,2.004,3.55,1552.0,3.585287,0.04888,989.7
1421,HR 858 c,1.979,3.8,1309.0,5.973865,0.0687,512.0
1422,HR 858 d,2.001,7.1,1061.0,11.230511,0.1046,217.0
1423,HR 8799 b,13.0,2000.0,1200.0,170000.0,68.0,
1424,HR 8799 c,13.0,3000.0,1200.0,69000.0,38.0,
1425,HR 8799 d,13.0,3000.0,1300.0,37000.0,24.0,
1426,HR 8799 e,13.11453,3178.3,1150.0,20815.6,16.4,
1427,HS Psc b,13.6,464.02947422,,3.986,0.0435,
1428,HU Aqr AB b,12.8,1875.197,,2390.0,3.6,
1429,HU Aqr AB c,12.9,1430.235,,4368.0,5.4,
1430,IC 4651 9122 b,12.7,2002.329,,734.0,2.038,
1431,IRAS 04125+2902 b,10.73820351,80.8,854.0,8.834978,0.077,41.4199
1432,ITG 15 b,12.1,6674.396547,2601.0,,435.0,
1433,K2-10 b,3.773,25.2,649.0,19.30553,0.137,42.1
1434,K2-100 b,3.88,21.8,1841.0,1.6739035,0.0301,1915.0
1435,K2-101 b,2.0,4.66,618.0,14.6762429,0.1124,
1436,K2-102 b,1.3,2.24,,9.915615,0.08279101287720007,
1437,K2-104 b,1.79,3.86,798.0,1.9741954,0.0242,62.1
1438,K2-105 b,3.4,15.4,805.0,8.26726,0.0796,100.0
1439,K2-107 b,15.98,266.9772,1649.0,3.313959,0.0475,
1440,K2-108 b,5.33,59.4,1360.0,4.733999,0.0581,762.0
1441,K2-11 b,7.55,44.4,734.0,39.93767,0.2257,9.84
1442,K2-110 b,2.592,15.9,638.0,13.86375,0.10207,27.7
1443,K2-111 b,1.82,5.58,1309.0,5.3518,0.0565,490.0
1444,K2-111 c,3.33,11.08,,15.6805,0.11569,
1445,K2-113 b,12.14,410.0007,1098.0,5.817685,0.0642,277.39
1446,K2-114 b,10.59248676,638.83509807,701.4,11.390931,0.0944,40.0
1447,K2-115 b,11.80305668,321.00669107,696.0,20.2729914,0.1415,20.4393
1448,K2-116 b,0.69,0.257,,4.655411,0.048,78.6
1449,K2-117 b,2.03,4.78,868.0,1.2916,0.0189,145.8
1450,K2-117 c,2.06,4.9,537.0,5.444017,0.0492,21.4
1451,K2-118 b,2.54,6.99,,50.92092,0.245,4.3
1452,K2-119 b,2.53,6.94,666.0,7.727283,0.0698,54.9
1453,K2-12 b,2.44,5.2,1026.0,8.28246,0.0792,185.0
1454,K2-121 b,7.16,51.0,716.0,5.185738,0.0525,62.5
1455,K2-122 b,1.16,1.65,769.0,2.2193023,0.0373,79.9
1456,K2-123 b,2.76,8.05,338.0,30.951524,0.1649,2.9
1457,K2-124 b,2.9,8.75,442.0,6.413651,0.049,8.7
1458,K2-125 b,2.18,5.39,,21.750264,0.121,2.0
1459,K2-126 b,1.97,4.54,601.0,7.385655,0.0656,35.3
1460,K2-127 b,8.37,52.9,809.0,3.588163,0.0411,105.6
1461,K2-128 b,1.42,2.6,,5.675819,0.056,68.8
1462,K2-129 b,1.04,1.12,,8.239493,0.057,4.5
1463,K2-13 b,1.89,4.23,511.0,39.91488,0.2114,22.8
1464,K2-130 b,1.25,2.1,,2.49412,0.032,136.4
1465,K2-131 b,1.69,7.9,2223.0,0.3693038,0.00936,4070.0
1466,K2-132 b,14.5717,155.7367,1586.0,9.1751,0.0916,293.374
1467,K2-133 b,1.34,2.36,,3.07133,0.03194,
1468,K2-133 c,1.603,3.2,,4.86784,0.04341,
1469,K2-133 d,2.003,4.67,734.0,11.02454,0.07487,48.3251
1470,K2-133 e,1.73,3.64,296.0,26.5841,0.1346,1.8
1471,K2-136 b,1.014,4.3,610.0,7.9752,0.0707,33.5
1472,K2-136 c,3.0,18.1,470.0,17.30713,0.1185,11.91
1473,K2-136 d,1.565,3.0,420.0,25.575,0.1538,7.07
1474,K2-137 b,0.64,158.915,1471.0,0.179719,0.0058,
1475,K2-138 b,1.51,3.1,1157.0,2.35309,0.03385,486.0
1476,K2-138 c,2.299,6.31,1012.0,3.56004,0.04461,279.0
1477,K2-138 d,2.39,7.92,888.0,5.40479,0.05893,160.0
1478,K2-138 e,3.39,12.97,757.0,8.26146,0.0782,91.1
1479,K2-138 f,2.904,1.63,653.0,12.75758,0.10447,51.0
1480,K2-138 g,3.013,4.32,445.0,41.96797,0.23109,9.29
1481,K2-139 b,9.11,123.00021,524.0,28.380619,0.1796,
1482,K2-14 b,4.81,20.7,488.0,8.36802,0.0627,8.0
1483,K2-140 b,13.56286665,295.58041851,962.0,6.569188,0.068,204.0
1484,K2-141 b,1.51,4.97,2103.0,0.2803244,0.00747,3260.0
1485,K2-141 c,7.0,8.0,695.0,7.7485,0.0683,39.1
1486,K2-146 b,2.05,5.77,534.0,2.6446,0.0248,20.7
1487,K2-146 c,2.19,7.49,,4.00498,0.0327,
1488,K2-147 b,1.47286006,2.77,1077.0,0.961939,0.01575,200.1
1489,K2-148 b,1.33,2.33,,4.38395,0.0454,48.8
1490,K2-148 c,1.73,3.64,,6.9226,0.0616,26.5
1491,K2-148 d,1.64,3.33,,9.7579,0.0774,16.8
1492,K2-149 b,1.64,3.33,,11.332,0.083,7.0
1493,K2-15 b,2.48,6.71,676.0,11.8104,0.091,48.0
1494,K2-150 b,2.0,4.66,,10.59357,0.0727,4.9
1495,K2-151 b,1.49,2.83,566.0,3.835476,0.0373,20.8
1496,K2-152 b,2.29,5.86,337.0,32.6479,0.1716,2.9
1497,K2-153 b,2.0,4.66,497.0,7.51574,0.0614,11.8
1498,K2-154 b,1.99,4.62,715.0,3.67626,0.0405,57.5
1499,K2-154 c,2.07,4.94,552.0,7.95486,0.0677,20.5
1500,K2-155 b,1.8,3.89,708.0,6.342,0.0562,19.9
1501,K2-155 c,2.6,7.27,583.0,13.85,0.0946,7.0
1502,K2-155 d,1.9,4.27,381.0,40.718,0.1937,1.67
1503,K2-156 b,1.1,1.37,1347.0,0.813143,0.0149,
1504,K2-157 b,0.935,1.14,2432.0,0.3652575,0.00962,6660.0
1505,K2-157 c,6.08,30.8,587.0,25.942,0.165,22.65
1506,K2-157 d,5.16,23.3,429.1,66.5,0.309,6.46
1507,K2-158 b,2.64,7.46,794.0,10.06049,0.0887,
1508,K2-158 c,1.28,2.18,948.0,5.90279,0.0622,
1509,K2-159 b,2.26,5.73,684.0,12.42205,0.1013,
1510,K2-16 b,2.02,4.74,658.0,7.6188,0.0667,44.5
1511,K2-16 c,2.54,6.99,485.0,19.07863,0.1229,13.1
1512,K2-160 b,3.17824034,10.2,,3.705871,0.04659715156460569,
1513,K2-161 b,6.11721229,31.1,,9.283188,0.08606478269802674,
1514,K2-162 b,1.44,2.67,631.0,9.45889,0.0795,
1515,K2-163 b,2.46610713,6.65,,6.673117,0.06508865841609313,
1516,K2-164 b,3.24925008,10.6,,17.355066,0.13866313090298096,
1517,K2-165 b,1.27443657,2.17,,2.354992,0.03261883440517527,
1518,K2-165 c,1.55409035,3.03,,4.382745,0.04935217333010805,
1519,K2-165 d,2.64809498,7.5,629.38,14.101361,0.10755967990645049,37.0819
1520,K2-166 b,2.19,5.43,1140.0,8.52695,0.0858,
1521,K2-167 b,2.36509493,6.5,1220.0,9.978541,0.0932,317.0
1522,K2-168 b,1.86,4.12,766.35,15.8523,0.11821372517889275,
1523,K2-169 b,1.27328671,2.16,,6.380803,0.06701471682841594,
1524,K2-17 b,2.23,5.6,487.0,17.96753,0.119,4.91
1525,K2-170 b,1.41817537,2.6,,7.576544,0.07456953647975308,
1526,K2-170 c,1.8017647,3.9,,12.400047,0.1035609990161127,
1527,K2-171 b,2.68657205,7.69,,5.628466,0.05960112501191623,
1528,K2-172 b,1.66608079,3.42,,14.316941,0.11280909972585343,
1529,K2-172 c,3.20569097,10.4,,29.62682,0.1831895387385136,
1530,K2-173 b,1.60826194,3.22,,5.868699,0.0610540886953166,
1531,K2-174 b,2.6,7.27,455.0,19.562307,0.126,10.9555
1532,K2-175 b,2.03803688,4.81,,9.525988,0.09063807028052191,
1533,K2-176 b,1.49090097,2.83,,5.329439,0.058462746517163294,
1534,K2-177 b,2.1162048,5.13,,14.155185,0.12205103625380671,
1535,K2-178 b,3.55790985,12.4,840.29,8.747818,0.08171094150862165,117.826
1536,K2-179 b,2.51267885,6.86,,5.172191,0.054881489422273555,
1537,K2-18 b,2.37,8.92,284.0,32.939623,0.1429,1.005
1538,K2-18 c,2.65,7.51,363.0,8.962,0.06,
1539,K2-180 b,2.46597575,11.41003981,797.5,8.865663,0.0756,48.3
1540,K2-181 b,2.69,7.7,949.0,6.8941,0.0706,192.0
1541,K2-182 b,2.71257333,20.97667486,965.8,4.7369696,0.05174,146.9
1542,K2-183 b,1.1,1.37,,0.469285,0.011586392895383381,
1543,K2-183 c,2.3,5.9,787.0,10.787992,0.0932,
1544,K2-183 d,2.3,5.9,615.0,22.620344,0.1527,
1545,K2-184 b,1.47,2.76,533.0,16.9780102,0.1685,
1546,K2-185 b,1.15,1.6,809.0,10.616384,0.09325697853088075,
1547,K2-185 c,2.39,6.3,477.0,52.713494,0.27142184412506326,
1548,K2-186 b,3.17207779,10.2,,41.474219,0.23593677274851063,
1549,K2-187 b,1.2,1.87,1815.0,0.77401,0.0164,
1550,K2-187 c,1.4,2.54,1173.0,2.871512,0.0392,
1551,K2-187 d,2.4,6.35,865.0,7.149584,0.072,
1552,K2-187 e,1.9,4.27,698.0,13.606629,0.1106,
1553,K2-188 b,1.35,2.39,1692.0,1.742169,0.0289,
1554,K2-188 c,2.83,8.4,1026.0,7.810253,0.0785,230.628
1555,K2-189 b,1.403,2.55,1203.0,2.58812,0.0361,497.0
1556,K2-189 c,2.31,5.95,877.0,6.67932,0.068,140.0
1557,K2-19 b,6.59,30.8,857.0,7.922806,0.07487,87.0
1558,K2-19 c,3.88,11.12,749.0,11.8977,0.0982,51.0
1559,K2-19 d,1.044,6.2,1258.0,2.50827,0.03478,404.0
1560,K2-190 b,1.35673729,2.41,,10.098858,0.08843138122519024,
1561,K2-190 c,1.09308317,1.34,,21.574023,0.1466827317864288,
1562,K2-191 b,1.57889322,3.12,,2.858646,0.038073318784610614,
1563,K2-192 b,1.52,2.92,939.0,4.162817,0.049,
1564,K2-193 b,3.95,14.8,739.0,14.786889,0.1184,
1565,K2-194 b,3.64229858,12.9,,39.721386,0.23590744920271378,
1566,K2-195 b,3.13,9.96,720.0,15.852975,0.1208,
1567,K2-195 c,2.57581891,7.16,,28.482786,0.18027062560341012,
1568,K2-196 b,3.59970536,12.6,,48.324222,0.2729796724566829,
1569,K2-197 b,2.56,7.08,848.0,8.357881,0.0806,
1570,K2-198 b,4.189,16.3,715.8,17.0428683,0.12026813285891728,
1571,K2-198 c,1.423,2.61,1229.9,3.3596055,0.0407362423538396,
1572,K2-198 d,2.438,6.52,943.2,7.4500177,0.06927241255033757,
1573,K2-199 b,1.73,6.9,913.0,3.2253993,0.0382,116.2
1574,K2-199 c,2.85,12.4,694.0,7.3744897,0.0662,38.6
1575,K2-200 b,1.3643987,2.43,,2.849883,0.037413272442011945,
1576,K2-201 b,1.40006712,2.54,,1.05979,0.0200407523251319,
1577,K2-201 c,3.28568401,10.8,,22.779878,0.15492983981870986,
1578,K2-2016-BLG-0005L b,13.7,349.6112477,,4700.0,4.16,
1579,K2-202 b,2.30165603,5.91,,3.405164,0.04387060893275594,
1580,K2-203 b,1.26549392,2.14,738.4,9.6952,0.0824,
1581,K2-204 b,3.17214154,10.2,1148.0,7.055908,0.0738,
1582,K2-205 b,1.99552771,4.64,,26.672263,0.17180826116365952,
1583,K2-206 b,2.79522879,8.22,,18.294549,0.12558416515718748,
1584,K2-207 b,2.60585269,7.3,,12.48749,0.10325648896715627,
1585,K2-208 b,1.67462172,3.45,1122.0,4.19097,0.04878,
1586,K2-209 b,0.86850263,0.586,,2.080615,0.028912053976610265,
1587,K2-21 b,1.84,4.04,500.0,9.325038,0.076,10.0
1588,K2-21 c,2.49,6.76,420.0,15.50192,0.107,5.1
1589,K2-210 b,0.86,0.566,,0.57023,0.013049481093420237,
1590,K2-211 b,1.33162691,2.33,1873.0,0.669561,0.01419,
1591,K2-212 b,2.65,7.51,542.0,9.795647,0.0785,21.964
1592,K2-213 b,1.51398464,2.9,,8.13087,0.08092905177717549,
1593,K2-214 b,2.51,6.85,1001.0,8.59656,0.0834,238.0
1594,K2-215 b,2.12381238,5.16,,8.269648,0.0800318122133818,
1595,K2-216 b,1.75,8.0,1103.0,2.1748,0.028,248.0
1596,K2-217 b,3.57854073,12.5,,14.074524,0.11786268551513393,
1597,K2-218 b,2.56948149,7.13,,8.679885,0.08394577634357443,
1598,K2-219 b,1.34762583,2.38,,3.901287,0.04884621890854401,
1599,K2-219 c,1.43839723,2.66,,6.66767,0.06982459349128757,
1600,K2-219 d,2.57634456,7.16,,11.137278,0.09829808517628932,
1601,K2-22 b,2.3,444.962,2100.0,0.381073,0.009,114.0
1602,K2-220 b,2.37,6.21,761.0,13.68186,0.1104,79.7
1603,K2-221 b,1.67890272,3.46,,2.399094,0.03519917242198334,
1604,K2-222 b,2.35,8.7,871.0,15.38857,0.1206,96.0
1605,K2-223 b,0.89,0.64,2271.0,0.50557,0.0127,
1606,K2-223 c,1.5,2.86,1091.0,4.562546,0.0549,
1607,K2-224 b,1.56,3.05,1002.0,4.47904,0.0516,
1608,K2-224 c,2.41,6.39,764.0,10.09489,0.0886,
1609,K2-225 b,3.60929179,12.7,923.0,15.8723,0.1409,
1610,K2-226 b,1.53899305,2.98,1187.0,3.27109,0.04095,
1611,K2-227 b,1.66551298,3.41,,13.621832,0.10976442227918798,
1612,K2-228 b,1.21,1.92,914.0,2.69828,0.0338,
1613,K2-229 b,1.0,2.55,1818.0,0.584216,0.0131,2290.0
1614,K2-229 c,2.03,7.0,750.0,8.32727,0.0769,66.0
1615,K2-230 b,1.96,4.5,1529.0,2.86041,0.0409,
1616,K2-231 b,2.5,6.8,,13.841901,0.1131994023707663,
1617,K2-232 b,11.209,126.49634,1030.0,11.168454,0.10356,312.155
1618,K2-233 b,1.315,2.4,1127.0,2.467583,0.03293,269.0
1619,K2-233 c,1.272,4.6,794.0,7.06024,0.0664,66.2
1620,K2-233 d,2.363,10.3,525.0,24.3681,0.1516,12.7
1621,K2-237 b,16.06246934,434.15360396,1759.0,2.18053332,0.03552,1860.0
1622,K2-238 b,14.5717,273.3338,1587.0,3.20466,0.046,
1623,K2-239 b,1.1,1.37,502.0,5.24,0.0441,
1624,K2-239 c,1.0,0.972,427.0,7.775,0.0576,
1625,K2-239 d,1.1,1.37,399.0,10.115,0.0685,
1626,K2-24 b,5.4,19.0,686.0,20.88977,0.154,52.0
1627,K2-24 c,7.5,15.4,542.0,42.3391,0.247,20.0
1628,K2-240 b,2.0,4.66,586.0,6.034,0.0513,
1629,K2-240 c,1.8,3.89,389.0,20.523,0.1159,
1630,K2-241 b,2.55,7.04,507.0,26.8199,0.1567,
1631,K2-242 b,2.54,6.99,416.0,6.51389,0.0494,
1632,K2-243 b,2.17,5.35,1035.0,11.54182,0.1087,
1633,K2-243 c,2.01,4.7,801.0,24.94598,0.1817,
1634,K2-244 b,1.75,3.71,638.0,21.06884,0.1418,
1635,K2-245 b,4.34,17.4,923.0,11.89307,0.0959,83.0
1636,K2-246 b,3.49,12.0,977.0,5.76918,0.0602,
1637,K2-247 b,2.12,5.14,979.0,2.25021,0.0304,
1638,K2-247 c,2.19,5.43,688.0,6.49424,0.0615,
1639,K2-248 b,2.57,7.13,886.0,7.17256,0.0699,
1640,K2-249 b,2.79,8.2,1061.0,12.409,0.1151,
1641,K2-25 b,3.44,24.5,494.0,3.48456408,0.0287,9.91
1642,K2-250 b,2.71257333,7.81,1003.0,4.01392,0.04606,
1643,K2-251 b,2.35,6.12,437.0,9.30075,0.0694,
1644,K2-252 b,1.74,3.68,639.0,13.81513,0.1041,
1646,K2-254 b,1.63,3.29,791.0,4.09639,0.0448,
1647,K2-254 c,2.19,5.43,551.0,12.11839,0.0923,
1648,K2-255 b,2.9,8.75,1034.0,1.96417,0.0274,
1649,K2-257 b,0.83,0.498,789.0,1.60588,0.0216,
1650,K2-258 b,3.0,9.27,831.0,19.0921,0.149,
1651,K2-259 b,2.32,5.99,795.0,15.48043,0.1271,
1652,K2-26 b,2.67,7.61,430.0,14.5665,0.0962,5.8
1653,K2-260 b,18.41635529,546.66486004,2090.0,2.62669762,0.04392,2520.03
1654,K2-261 b,9.26982704,68.96876432,1036.0,11.6334681,0.1086,180.0
1655,K2-263 b,2.41,14.9,470.0,50.818947,0.2573,8.17
1656,K2-264 b,2.231,5.61,496.0,5.840002,0.05023,
1657,K2-264 c,2.668,7.6,331.0,19.660302,0.11283,
1658,K2-265 b,1.70824866,7.3418362,1366.0,2.36902,0.03359,592.0
1659,K2-266 b,3.3,11.26782377,1515.0,0.658524,0.01306,879.5
1660,K2-266 c,0.705,0.29013072,664.5,7.814,0.0679,32.4
1661,K2-266 d,2.93,8.9,538.3,14.697,0.1035,13.95
1662,K2-266 e,2.73,14.3,490.1,19.482,0.1249,9.581
1663,K2-268 b,1.5,2.86,1136.0,2.151676,0.0308,
1664,K2-268 c,2.69,7.7,696.0,9.327527,0.0819,
1665,K2-268 d,1.49,2.83,888.0,4.528598,0.050544680916473114,
1666,K2-268 e,1.33,2.33,801.0,6.131243,0.06185839273408381,
1667,K2-268 f,2.23,5.6,492.0,26.27057,0.16318463943491876,
1668,K2-269 b,1.57,3.09,1429.0,4.144965,0.0531,
1669,K2-27 b,4.74,30.2,836.0,6.771347,0.06702,116.0
1670,K2-270 b,1.38,2.48,1203.0,1.543069,0.0247,
1671,K2-270 c,2.95,9.01,848.0,4.400028,0.0497,
1672,K2-271 b,7.28,41.8,893.0,8.562421,0.077,133.8067
1673,K2-272 b,3.13,9.96,747.0,14.4536756,0.1007,
1674,K2-273 b,3.05,9.53,849.0,11.7195663,0.0729,
1675,K2-274 b,2.08,4.98,655.0,14.1330314,0.0964,
1676,K2-275 b,2.34,6.08,1166.0,3.2809626,0.0277,161.2476
1677,K2-275 c,2.21,5.52,653.0,8.4388385,0.0881,45.7572
1678,K2-276 b,3.77,13.7,583.0,18.718269,0.1291,
1679,K2-277 b,2.18575124,7.4,1049.0,6.326768,0.0664,195.0
1680,K2-278 b,2.98,9.17,1711.0,3.334966,0.0488,
1681,K2-279 b,1.21,1.92,879.0,7.122605,0.067,
1682,K2-28 b,2.32,5.99,568.0,2.260455,0.0214,30.1
1683,K2-280 b,7.5,37.1,787.0,19.89526,0.1461,69.5
1684,K2-281 b,8.18,50.9,665.0,8.687721,0.0773,
1685,K2-282 b,2.5,6.8,1057.0,4.169783,0.0499,
1686,K2-283 b,3.52,12.2,1186.0,1.921036,0.0291,
1687,K2-284 b,2.78,8.15,653.0,4.795069,0.04771,42.6
1688,K2-285 b,2.59,9.68,1088.9,3.471745,0.03817,234.31
1689,K2-285 c,3.53,15.68,741.4,7.138048,0.0824,50.35
1690,K2-285 d,2.48,6.5,619.9,10.45582,0.1178,24.61
1691,K2-285 e,1.95,10.7,500.9,14.76289,0.18041,10.5
1692,K2-286 b,2.1,5.06,347.0,27.359,0.1768,
1693,K2-287 b,9.494023,100.11645,804.0,14.893291,0.1206,
1694,K2-288 B b,1.9,4.27,226.36,31.393463,0.164,
1695,K2-289 b,9.1,61.0,753.0,13.156969,0.107,
1696,K2-29 b,13.33871,232.0159,1171.0,3.2588321,0.04217,293.0
1697,K2-290 b,3.06,10.9,1230.0,9.21165,0.0923,
1698,K2-290 c,11.276254,246.00042,676.0,48.36685,0.305,
1699,K2-291 b,1.589,6.49,1278.0,2.225177,0.03261,633.0
1700,K2-292 b,2.63,24.5,795.0,16.9841,0.13,67.0
1701,K2-293 b,2.45,6.57,750.0,13.1225,0.10733451731000884,
1702,K2-294 b,1.66,3.39,1425.0,2.50387,0.035929685765669794,
1703,K2-295 b,10.054473,106.47305,852.0,4.024867,0.0451,97.8595
1704,K2-3 b,2.078,5.11,501.3,10.0546535,0.0747,10.5
1705,K2-3 c,1.582,2.68,371.8,24.646729,0.1357,3.17
1706,K2-3 d,1.458,2.2,305.2,44.55603,0.2014,1.44
1707,K2-30 b,11.646151,184.02357,1092.0,4.098503,0.04839,299.0
1708,K2-308 b,9.916,70.6,1213.76,3.38628,0.04541827058110948,512.9234
